MemberID,EmploymentLength,EmploymentTitle,HomeOwnership
1091054,1 year,Rudy's Barber Shops,RENT
520187,1 year,PainePR,RENT
568940,1 year,Clinical Lab Partners,RENT
903117,1 year,Jersey Shore CPL,RENT
373914,10+ years,verizon,RENT
830840,10+ years,,RENT
958380,10+ years,Harrison Police Dept,RENT
576036,10+ years,U.S. Department of HUD,RENT
354717,10+ years,Richlee Shoe Co,RENT
659317,10+ years,Liskow & Lewis,RENT
641069,10+ years,Self,RENT
550377,10+ years,Coca-Cola North America,RENT
766438,10+ years,Apostolic Nursing Home,RENT
962875,10+ years,Origin Health Care,RENT
1284641,10+ years,dsa sports,RENT
935132,10+ years,animal care and control of nyc,RENT
833502,10+ years,McKeever's Enterprise,RENT
1263173,10+ years,"Automotive Rentals, Inc",RENT
1064748,10+ years,Barrington Self Storage,RENT
513585,10+ years,Hi-Link Technology Group,RENT
941961,2 years,MISSION FOODS,RENT
429498,2 years,Self employed massage therapist,RENT
564090,2 years,Hopkinton Pediatric Dental,RENT
356460,2 years,Bank of America,RENT
602585,2 years,Wilson Elser,RENT
709583,2 years,Thomas Jefferson School of Law,RENT
419949,2 years,Progressive Broadcasting Inc.,RENT
807214,2 years,Neville Landscape Services Inc.,RENT
640934,2 years,Sears Holdings,RENT
865734,2 years,Towers Watson,RENT
1088775,2 years,Sideshow Collectibles,RENT
967018,2 years,senior helpers,RENT
606082,2 years,Sughrue Mion PLLC,RENT
435690,2 years,American Family Insurance Group,RENT
622016,2 years,COMMUNISPACE CORP,RENT
503756,2 years,TV One  LLC,RENT
1069709,2 years,Bed Bath and Beyond,RENT
613852,2 years,Voguebay,RENT
546939,2 years,WELLESLY PUBLIC SCHOOLS,RENT
754323,2 years,LPA INC,RENT
1243282,2 years,Tourico Holidays,RENT
612556,2 years,"Citadel Environmental Services, Inc.",RENT
306585,2 years,JG Resources,RENT
329369,2 years,Start Dancing (self employed),RENT
365660,2 years,Army National Guard,RENT
648689,2 years,J.M. McDonald Sports Complex,RENT
868884,2 years,Symantec Corp,RENT
986257,2 years,Cognizant Technology Solutions,RENT
1207409,3 years,GulfShore Bank,RENT
446527,3 years,Integrated Access Solutions  Inc.,RENT
1011565,3 years,"Hotel, Restaurant & Club Employees Union",RENT
377347,3 years,"KXLA TV 44, Inc",RENT
534679,3 years,"TeleTech Holdings, Inc.",RENT
612113,3 years,Mitchell International,RENT
339272,3 years,GE Capital,RENT
558507,3 years,PS 307,RENT
710489,3 years,,RENT
626588,3 years,getty images,RENT
576172,3 years,Aggreko LLC,RENT
1067687,3 years,ANGMAR Companies,RENT
689330,4 years,Wyanoke Group,RENT
1210532,4 years,Memorial hospital,RENT
762944,4 years,Atlantic Brain  and  Spine,RENT
697983,4 years,Telephonics Corp.,RENT
649719,4 years,Columbia University Medical Center,RENT
606643,4 years,Harvard University,RENT
804144,4 years,TVR Communications,RENT
869176,4 years,hama-hama inc,RENT
803250,4 years,Shopko,RENT
639128,4 years,Boundary Waters Bank,RENT
356602,4 years,MG Prep Inc.,RENT
694753,4 years,Freelancer,RENT
1261681,4 years,chavant Inc.,RENT
556293,4 years,rock electric,RENT
667370,4 years,Tourneau,RENT
1258720,4 years,full circle manager,RENT
985577,4 years,Hines,RENT
630016,5 years,Restoration by Bushouse,RENT
1267145,5 years,Commonwealth of Kentucky,RENT
983281,5 years,,RENT
630439,5 years,Dominion Enterprises,RENT
1080330,5 years,sco,RENT
649164,5 years,Tulalip Casino,RENT
602030,5 years,CorpBanca New York Branch,RENT
552477,5 years,desert valley medical group,RENT
931326,5 years,COLORFAST,RENT
573051,5 years,"McCoy Grading, Inc.",RENT
609911,5 years,Wells Fargo,RENT
639837,5 years,Nuveen Investments,RENT
1230317,5 years,societe generale,RENT
992820,5 years,Cisco Systems,RENT
1002523,6 years,Omgeo LLC,RENT
976138,6 years,Head USA,RENT
1282292,6 years,RPM International-Tremco,RENT
1271692,6 years,Phenomenex,RENT
1054582,6 years,D & L Parts Company Inc.,RENT
1012622,6 years,Winnetka Public School District 36,RENT
922598,6 years,Freelance,RENT
383845,6 years,Leonard D Marsocci CPA PA,RENT
139635,6 years,State Farm Insurance,RENT
973596,6 years,Cigna,RENT
1287736,6 years,Costco Wholesale,RENT
812782,7 years,southwyck golf club - century golf,RENT
1268548,7 years,shoreone,RENT
718020,7 years,US Army,RENT
774703,7 years,Environmental Technology Inc.,RENT
1050290,7 years,"EDT Instrumentation Co., Inc.",RENT
636514,7 years,Pacific Courier,RENT
865685,7 years,The Episcopal Church,RENT
551971,8 years,Fieldglass Inc,RENT
612807,8 years,Comprehensive Radiology Review,RENT
537981,8 years,AM Skier,RENT
574186,8 years,Care Ambulance Service,RENT
900252,8 years,Las Vegas Valley Water District,RENT
647273,8 years,United States Marine Corps,RENT
1051224,8 years,Lowe's Home Improvement,RENT
1030936,8 years,Dairy Queen,RENT
1264395,8 years,Edward M Kennedy Community Health Center,RENT
618272,8 years,"Blue Thumb, Inc./Houston House & Home",RENT
1210887,8 years,Terrazzo & Marble Supply Company,RENT
869840,9 years,Self,RENT
1004427,9 years,Citrin Cooperman,RENT
607566,9 years,Asylum Visual Effects,RENT
746072,< 1 year,NYS Department of Taxation and Finance,RENT
1121126,< 1 year,Nissan,RENT
896293,< 1 year,wb seo,RENT
585279,< 1 year,Appleone,RENT
674002,< 1 year,Mountain State Mortgage Center,RENT
579736,< 1 year,Salt Rock Grill,RENT
589693,< 1 year,Community Trust Bank,RENT
575361,< 1 year,Wooster Orthopaedic & Sports Medicine,RENT
831012,< 1 year,Cincinnati Children's Hospital Medical Center,RENT
587550,< 1 year,,RENT
364975,< 1 year,Factset Research Systems,RENT
407563,< 1 year,Schlumberger Ltd.,RENT
521771,< 1 year,,RENT
698051,< 1 year,Pro-unlimited,RENT
902879,< 1 year,"CEC Entertainment, Inc.",RENT
562334,< 1 year,Crispers,RENT
725809,< 1 year,SusQtech,RENT
354662,< 1 year,Stericycle,RENT
1086589,< 1 year,Check City,RENT
750057,< 1 year,MerchNow,RENT
730871,< 1 year,"Concord Nursing Home, Inc.",RENT
622140,< 1 year,Evangelical Bethlehem Lutheran School,RENT
1269340,< 1 year,Digistor,RENT
613705,< 1 year,KB Home,RENT
607346,< 1 year,United Health Group,RENT
731971,< 1 year,Chesapeake Veterinary Surgical Specialis,RENT
393910,< 1 year,Department of Children and Families,RENT
622071,< 1 year,Premier Cape Cod,RENT
423267,< 1 year,Ametek,RENT
567492,< 1 year,,RENT
305720,< 1 year,SDSU Residential Life,RENT
924451,< 1 year,Johnson & Johnson,RENT
698112,< 1 year,Service Spring Corp.,RENT
551542,1 year,rockdale county schools,RENT
607345,1 year,Neo Salon,RENT
1161484,1 year,Rockefeller Financial,RENT
1193431,1 year,Aunt Millie's Bakeries,RENT
372102,2 years,home tailor,RENT
1235520,2 years,Bouchon,RENT
733984,2 years,Gradient Financial Group,RENT
464348,3 years,Bureau Veritas,RENT
651984,3 years,Association,RENT
1047678,3 years,Heritage Pest Elimination,RENT
985228,4 years,The Shaw Group,RENT
603473,4 years,Ulta Salon & Cosmetics,RENT
366601,4 years,Victoria's Secret,RENT
637355,5 years,trader eds,RENT
590346,5 years,City Year Greater Philadelphia,RENT
1048880,6 years,Rapid IT Inc,RENT
618297,7 years,University of Pennsylvania,RENT
520340,9 years,Parsons Brinckerhoff,RENT
346948,< 1 year,GarageGames,RENT
806587,< 1 year,,RENT
1259766,< 1 year,Capgemini,RENT
743127,< 1 year,RenCap Securities,RENT
373406,6 years,New York Life,RENT
611581,1 year,MANSFIELD INDUSTRIAL,RENT
557489,1 year,Metropolitan National Bank,RENT
588804,1 year,Southern Acquisitions,RENT
330122,1 year,Camelot Schools,RENT
353267,1 year,Philips,RENT
447322,1 year,Saul Ewing LLP,RENT
740814,1 year,"Maxwell-Kates, INC",RENT
556318,1 year,GA Dept. of Community Health,RENT
1243740,1 year,Media Planning Group,RENT
645155,1 year,PMA Insurance Group,RENT
1163316,1 year,"cox,kliewer & company,pc",RENT
1195268,1 year,Baylor University Medical Center,RENT
899445,10+ years,sultana distrubution,RENT
660820,10+ years,J and B Restaurant Partners,RENT
566319,10+ years,Gcisd,RENT
1083130,2 years,R & K Hay Transport,RENT
568477,2 years,Targus Information Corporation,RENT
984359,2 years,CMS,RENT
1072515,2 years,The Archer Group,RENT
382429,2 years,Dallas Independent School District,RENT
546089,2 years,Jean Mart Inc,RENT
914807,2 years,First Fleet,RENT
626812,2 years,Ridgeway Launderaid Inc.,RENT
656763,2 years,BioLife,RENT
577705,2 years,Millennium Partners,RENT
1084617,2 years,FedEx Office,RENT
1073805,2 years,Red Robin,RENT
600018,2 years,Abelson Taylor,RENT
644777,2 years,Engineered Arresting systems,RENT
1244648,3 years,Evolution Film & Tape,RENT
634092,3 years,ITT Technical Institute,RENT
607012,3 years,United States Navy,RENT
628473,3 years,Crothall Services Group,RENT
387286,3 years,UPMC,RENT
906742,3 years,University of Georgia,RENT
1073457,3 years,B & G Foods,RENT
595095,3 years,Northrop Grumman,RENT
672340,3 years,Department of Veterans Affairs,RENT
563608,3 years,Blues Management,RENT
915467,3 years,NuVision FCU,RENT
606031,3 years,Temecula Creek Christian Fellowship,RENT
498562,3 years,"Command Alkon, Inc.",RENT
643125,3 years,Pacific Coast Business Times,RENT
579285,3 years,Grant Thornton LLP,RENT
1278876,4 years,Concord Healthcare center,RENT
851284,4 years,"Parco Holdings, LP",RENT
1108163,4 years,GE Healthcare,RENT
902285,4 years,US Bank,RENT
422147,4 years,"ATC associates, inc",RENT
651496,4 years,Walmart,RENT
752082,4 years,dennys restaurant,RENT
424726,4 years,Self,RENT
1054768,4 years,Sysco Foods,RENT
1270719,4 years,DLI,RENT
458916,4 years,louis kim dds inc,RENT
621688,4 years,FXFOWLE,RENT
1103545,5 years,trade fair,RENT
434501,5 years,U.S. Air Force,RENT
620087,5 years,Orrick LLP,RENT
973718,5 years,Creative Stage Lighting,RENT
785719,6 years,davys dogs,RENT
1090764,6 years,J. G. Williams Construction Inc,RENT
630302,7 years,Bluegrass Oxygen,RENT
642509,7 years,Keane inc,RENT
926969,8 years,us cellular,RENT
1014901,8 years,"ag accounting, llc",RENT
1221730,9 years,us forest horseshoe meadow hothots,RENT
974692,9 years,nestle usa,RENT
577307,< 1 year,Sagent Partners,RENT
1196804,< 1 year,The Illinois Institute of Art-Chicago,RENT
599665,< 1 year,Brandnu Marketing,RENT
812477,< 1 year,Ciao Mambo,RENT
799535,< 1 year,The Broadmoor Hotel,RENT
563404,< 1 year,Roxbury Board of Education,RENT
499999,< 1 year,Philadelphia Park Casino,RENT
458046,< 1 year,"Data Management Services, Inc",RENT
550178,< 1 year,Forcht Bank,RENT
630888,< 1 year,City of Columbia,RENT
603525,< 1 year,Peter Marshall & Company,RENT
742732,< 1 year,Xcentric,RENT
1007721,< 1 year,Adjusters International,RENT
452274,< 1 year,L-3 Communications,RENT
740437,< 1 year,Sir Spa,RENT
841138,2 years,Forest pharmaceuticals,RENT
1278764,2 years,Cox communications Inc.,RENT
1236028,2 years,MetCap Management,RENT
657679,3 years,A and E Television Networks,RENT
780347,4 years,GMSC,RENT
1024284,5 years,AW Solutions Inc,RENT
610970,8 years,stockers excavating llc,RENT
602769,< 1 year,Colorado Home Funding,RENT
1216483,< 1 year,Colorado Center for Neurological Rehabil,RENT
373733,4 years,RVM Incorporated,RENT
499790,1 year,Christmas tree shops,RENT
1062629,10+ years,Guy Keefer Salon,RENT
377750,10+ years,Ernst & Young LLP,RENT
840221,2 years,"C. R. Bard, Inc.",RENT
624120,2 years,Hawk Ridge Systems,RENT
1233769,2 years,Capitol carpet inc,RENT
1032772,2 years,Exempla Health Care,RENT
661705,2 years,World of Jeans and Tops,RENT
558769,2 years,Dress Barn,RENT
961923,2 years,Chicken Box,RENT
513720,2 years,SMWIA Local 28,RENT
496597,2 years,Law Office of Barbara Smith,RENT
618236,3 years,PRAIRIE MECH,RENT
1265013,3 years,Premier Prizm Solutions,RENT
942502,3 years,ReadyTalk,RENT
728178,3 years,Cleveland Institute of Music,RENT
827546,3 years,Washtenaw Auto Wash,RENT
822268,3 years,Express,RENT
442713,3 years,Montessori School of Beaverton,RENT
346958,4 years,Wilson Elser,RENT
578890,4 years,"OB GYN Associates, PC",RENT
708667,4 years,First Quality Retail Services,RENT
711894,4 years,Franklin County Rehab,RENT
947161,5 years,L. J. Sheridan & Co.,RENT
1029938,5 years,Flamingo hotel and casino,RENT
980342,5 years,"W.W. Grainger, Inc",RENT
1223759,6 years,Tower Automotive,RENT
644952,6 years,Hartford Life,RENT
567564,6 years,IBTTA,RENT
371838,7 years,Selerum Inc.,RENT
442444,< 1 year,Halstrom High School,RENT
844601,< 1 year,"PPG Industries, INC",RENT
596515,< 1 year,Harmony Independent School District,RENT
730188,< 1 year,Qualified Systems Contracting,RENT
425161,< 1 year,Stubbs  Alderton  and  Markiles  LLP,RENT
468129,< 1 year,Dialight Corporation,RENT
812607,< 1 year,Rackspace,RENT
390832,< 1 year,Valley Insurance Agency,RENT
544148,8 years,kenan advantage group west,RENT
944814,< 1 year,Hough Beck and Baird,RENT
1264037,10+ years,James L. Smith,RENT
825503,7 years,Danhov,RENT
375384,5 years,Integris Baptist Medical Center,RENT
1191882,1 year,Siemens Energy,RENT
1026976,1 year,Philips,RENT
611174,1 year,Green dot,RENT
412923,1 year,Office Team,RENT
650732,1 year,Henkels  and  McCoy Inc.,RENT
630091,1 year,Timber Products Company,RENT
1215176,1 year,Whole Foods Market,RENT
925569,1 year,Reputation.com,RENT
652317,1 year,,RENT
640137,1 year,Go Daddy,RENT
979862,1 year,kirshenbaum bond senecal + partners,RENT
1034612,1 year,Razorfish LLC,RENT
558736,1 year,Twinspires,RENT
368122,1 year,Xanterra Parks and Resorts,RENT
415848,1 year,Twin Oaks Software Development,RENT
866836,1 year,Omnicell Inc,RENT
430510,1 year,Restaurant,RENT
631676,1 year,W.E. Bowers,RENT
495008,10+ years,Blind Industries and Services of MD,RENT
719194,10+ years,Santa Clara Valley Trans. Authority,RENT
556845,10+ years,santa clara county library,RENT
1048999,10+ years,stanley contracting,RENT
654858,10+ years,"Office Equipment Company, Inc.",RENT
823603,10+ years,Michelin,RENT
584362,10+ years,TruGreen,RENT
670267,10+ years,Maple Ridge Mobile Homes of Ca.,RENT
758369,10+ years,dainty pastry shoppe,RENT
701777,10+ years,City of Pasadena,RENT
586371,10+ years,Eagle Mt.-Saginaw ISD,RENT
628238,10+ years,Pencor Services,RENT
986475,10+ years,"Pencor Services, Inc",RENT
1075481,10+ years,Mi Metals,RENT
620232,10+ years,State of California  CALPERS,RENT
1265677,10+ years,Meridian Imaging Solutions,RENT
791062,10+ years,BDO USA,RENT
999523,10+ years,Eaton Corp,RENT
699637,2 years,Self Employed,RENT
703289,2 years,Siemens Water technologies,RENT
1039446,2 years,Park Ave BMW (Dave Bergamotto),RENT
560723,2 years,Prometric,RENT
495418,2 years,Pittsford Cinema 9,RENT
642347,2 years,FAA,RENT
670039,2 years,Texas Department Of Criminal Justice,RENT
558346,2 years,BAE Systems,RENT
1035219,2 years,BAE Systems,RENT
597097,2 years,chilton hospital,RENT
1263882,2 years,The Animal Foundation,RENT
369527,2 years,PTV America Inc.,RENT
874579,2 years,Whole foods market,RENT
519281,2 years,WW Grainger,RENT
626686,2 years,Stephens Inc,RENT
614097,2 years,Bellevue Elementary School,RENT
631489,2 years,at&t,RENT
891521,2 years,Wegmans,RENT
649307,2 years,The Bohemian Club,RENT
651312,2 years,VALASSIS DIRECT MAIL,RENT
1219608,2 years,TKC Global,RENT
545290,3 years,E-TEL Systems  Corp,RENT
661692,3 years,Allegheny Valley School,RENT
1016043,3 years,Advanced Distribution Systems,RENT
757950,3 years,Red Bank Veterinary Hospital,RENT
527859,3 years,GreenPath,RENT
598842,3 years,new mexico state university,RENT
1015770,3 years,Us army,RENT
858048,3 years,Education Technology Services,RENT
691961,3 years,OneWest Bank,RENT
665151,3 years,Norcal Mutual Insurance Company,RENT
654945,3 years,Yahoo Inc.,RENT
647535,3 years,"Custard Insurance Adjusters, Inc.",RENT
1014333,3 years,Postal Systems  Inc.,RENT
611396,3 years,Whole foods,RENT
653813,3 years,lawnwood regional medical center,RENT
294640,3 years,DataPoint,RENT
592682,3 years,"Mowery & Schoenfeld, LLC",RENT
669196,3 years,Shoprite Supermarkets,RENT
612732,3 years,IBM,RENT
585302,3 years,Deep South,RENT
640900,3 years,Imprint Marketing Concepts,RENT
1284233,3 years,Penn State University,RENT
620660,4 years,Morgan Stanley Smith Barney,RENT
612859,4 years,T Rowe Price,RENT
635709,4 years,Vision Service Plan,RENT
387513,4 years,Snyders of Berlin,RENT
705560,4 years,IMG Resort and Casino,RENT
703655,4 years,jerry leigh,RENT
1000714,4 years,Chick Fil A,RENT
564289,4 years,Hendrickson Electric,RENT
436678,4 years,Fraze Design,RENT
597470,4 years,Bio-Rad Laboratories,RENT
1010927,4 years,Technology Association of Georgia,RENT
652239,4 years,connolly's pub and restaurant,RENT
406490,4 years,UPMC,RENT
683277,4 years,INDECO SALES INC,RENT
409243,4 years,QMS,RENT
1042724,4 years,cheney bothers inc.,RENT
556491,4 years,reRubber LLC,RENT
606914,4 years,Goldglit  and  Company  LLP,RENT
707470,4 years,barstow comm. hospital,RENT
687530,4 years,Denim Mania Apparel,RENT
905169,4 years,Prudential Rubloff Properties,RENT
613868,4 years,nieman marcus group,RENT
1188987,5 years,Palace Station Casino,RENT
735680,5 years,Best Quality Insulation,RENT
1035963,5 years,Velocity Composites,RENT
435157,5 years,matrix design,RENT
312506,5 years,"GSL Properties, Inc.",RENT
1272044,5 years,aramark,RENT
567753,5 years,Echostar,RENT
887825,5 years,Timet,RENT
614209,5 years,Sheward  and  Son  and  Sons,RENT
508193,5 years,All American Appraiser,RENT
672450,5 years,"Inline Industries, Inc.",RENT
649777,6 years,VCom IMC,RENT
1191253,6 years,Golden Empire Convalescent Hospital,RENT
393580,6 years,Daniel Webster College,RENT
637384,6 years,Food Lion LLC,RENT
661674,6 years,Richardson Manufacturing Company,RENT
564129,6 years,"Astra Zeneca LP, Inc.",RENT
623137,6 years,"Main Point Systems, Inc.",RENT
552223,6 years,Bordines Nursery,RENT
559482,7 years,Polytechnic School,RENT
899677,7 years,Hawaii Community Federal Credit Union,RENT
603894,7 years,Baltimore County Public Schools,RENT
662899,8 years,U.S. Army,RENT
787931,8 years,car rentals inc,RENT
691383,8 years,University Hospital,RENT
371755,8 years,Bio-Rad Laboratories,RENT
808913,8 years,MVM  Inc.,RENT
460476,8 years,USAF,RENT
589143,9 years,Monroe Police Dept,RENT
602748,9 years,Signal Hill Petroleum,RENT
981338,9 years,"Florabundance, Inc.",RENT
717483,< 1 year,Cobb County Police Department,RENT
992703,< 1 year,kelly services,RENT
602796,< 1 year,RouteMatch,RENT
807514,< 1 year,City of Leesburg Gas Dept.,RENT
375733,< 1 year,Innovative Senior Care,RENT
895564,< 1 year,NETGEAR,RENT
1074166,< 1 year,Pacific Athletic Club,RENT
635319,< 1 year,Cognizant Technology Services,RENT
756820,< 1 year,BCBG MAX AZRIA GROUP INC.,RENT
574277,< 1 year,,RENT
697363,< 1 year,McCoy's Iron and Metal,RENT
601952,< 1 year,,RENT
292172,< 1 year,trax international,RENT
774705,< 1 year,Cephalon,RENT
950297,< 1 year,Xxtreme Group,RENT
692444,< 1 year,Extended Stay Hotels,RENT
417643,< 1 year,Ikon Global Markets,RENT
286952,< 1 year,Consumers Union,RENT
1270374,< 1 year,NYU Langone Medical Center,RENT
516107,< 1 year,Green River Capital,RENT
1200145,1 year,York Solutions,RENT
627523,10+ years,trinchero family estates,RENT
775153,10+ years,US Army,RENT
614620,10+ years,Athens-Clarke County,RENT
376895,10+ years,The Dannon Company,RENT
582552,10+ years,Florida Trading Corporation,RENT
1005521,2 years,Credit Union National Association,RENT
933196,2 years,Kamaaina Pro Painters,RENT
891528,3 years,American Collectors Insurance,RENT
